150402A |   00636865000   | PL
150323C |   636005   | PL
150323B |   635929   | PL
150323A |   635887   | PL
150318A |   635289   | PL
150317A |   635148   | PL
150314A |   634795   | PL
150309A |   634200   | CPL
150302A |   633237   | PL
150301B |   633180   | N/A
150301A |   632995   | PL
150222A |   632180   | PL
150213B |   631051   | PL
150212A |   630876   | PL
150211A |   630714   | N/A
150206A |   630019   | PL
150204A |   00084702002   | PL
150203A |   629578   | PL
150202A |   629547   | PL
150201A |   629302   | PL
150120B |   627170   | PL
150120A |   627137   | PL
150110B |   624606   | PL
150103A |   623368   | PL
150101B |   00091964035   | N/A
150101A |   623158   | N/A
141229A |  00085478004  | N/A
141225A |   622476   | PL
141221A |   622006   | N/A
141220A |   621915   | CPL
141212B |   621234   | PL
141212A |   621229   | PL
141205A |   620534   | N/A
141130A |   620090   | PL
141121A |   619182   | PL
141109B |   618032   | PL
141109A |   618024   | PL
141102A |   617316   | N/A
141031B |   617149   | PL
141031A |   617110   | PL
141026A |   616502   | PL
141022A |   616061   | N/A
141020A |   615873   | PL
141017A |   615672   | CPL
141015A |   615399   | PL
141005A |   614415   | PL
141004A |   614390   | PL
140930B |   614094   | N/A
140927A |   613775   | PL
140919A |   613160   | PL
140916A |   612804   | PL
140909A |  612132  | N/A
140907A |   611933   | PL
140903A |   611599   | N/A
140901B |   611389   | PL
140828A |   610953   | CPL
140824A |   610501   | PL
140818B |   609885   | PL
140817A |   609736   | PL
140730A |   607742   | PL
140719B |   605700   | PL
140719A |   605612   | N/A
140716A-2 |   604793   | PL
140716A-1 |   604792   | PL
140713A |   604232   | N/A
140710A |   603954   | PL
140709B |   603866   | PL
140709A |   603810   | CPL
140706A |   603587   | PL
140703A |   603243   | PL
140629A |   602884   | PL
140628A |   602803   | PL
140626A |   602604   | PL
140622A |   602278   | PL
140619A |   602080   | PL
140614B |   601662   | PL
140614A |   601646   | PL
140611A |   601292   | N/A
140610A |   601259   | PL
140607A |   601051   | N/A
140606A |   600951   | PL
140529A |   00091901003   | PL
140521A |   599546   | PL
140518A |   599287   | CPL
140516A |   599188   | PL
140515A |   599037   | CPL
140512A |   598819   | PL
140509A |   598497   | N/A
140506A |   598284   | PL
140502A |   597841   | PL
140430A |   597722   | PL
140428A |   597519   | PL
140423A |   596901   | PL
140419A |   596426   | PL
140414A |   00084568002   | PL
140413A |   595616   | PL
140412A |   595608   | PL
140408A |   595141   | PL
140402A |   594308   | PL
140331A |   594081   | PL
140323A |   592916   | PL
140320A |   592544   | PL
140318A |   592204   | PL
140311B |   591392   | PL
140311A |   591390   | PL
140305A |   590446   | N/A
140304A |   590206   | CPL
140302A |   589685   | PL
140301A |   589590   | PL
140215A |   586680   | PL
140213A |   586569   | PL
140211A |   586289   | PL
140209A |   586071   | PL
140206A |   585834   | CPL
140129B |   585149   | PL
140129A |   585128   | PL
140118A |   584136   | PL
140114A |   583861   | PL
140108A |   583338   | PL
140103A |   582773   | N/A
140102A |   582760   | PL
131229A |   582374   | PL
131227A |   582184   | PL
131226A |   582123   | PL
131224B |   00032923023   | PL
131205A |   580267   | PL
131202A |   579982   | PL
131128A |   579683   | PL
131127A |   579571   | PL
131120A |   578227   | PL
131117A |   577968   | PL
131110A |   00020326002   | PL
131105A |   576738   | N/A
131103A |   576562   | PL
131031A |   576277   | N/A
131030A |   576238   | PL
131024B |   575754   | PL
131024A |   575707   | PL
131018A |   574935   | PL
131004A |   573190   | PL
131002B |   572742   | PL
131002A |   572721   | PL
131001A |   00082217006   | CPL
130929A |   572308   | PL
130925A |   571830   | PL
130919A |   571271   | CPL
130913A |   570531   | PL
130912A |   570465   | PL
130907A |   569992   | PL
130831B |   568855   | PL
130831A |   568849   | PL
130829A |   568417   | PL
130822A |   567163   | PL
130816B |   566561   | PL
130816A |   566545   | PL
130812A |   566228   | N/A
130807A |   565651   | PL
130806A |   565562   | PL
130803A |   565263   | PL
130727A |   564342   | PL
130725B |   564028   | PL
130725A |   563980   | PL
130722A |   563213   | PL
130719A |   562625   | N/A
130716A |   561974   | PL
130708A |   560515   | PL
130701A |   559482   | CPL
130627B |   559139   | PL
130627A |   559132   | N/A
130626A |   559075   | PL
130625A |   558982   | PL
130623A |   00032867001   | N/A
130615A |   558271   | PL
130612A |   557976   | N/A
130610A |   557845   | PL
130609B |   557828   | PL
130609A |   557782   | PL
130608A |   557771   | PL
130606A |   557589   | PL
130605A |   557508   | N/A
130604A |   557354   | PL
130603B |   557310   | PL
130603A |   557274   | PL
130529A |   556930   | PL
130528A |   556870   | PL
130527A |   556753   | PL
130521A |   556344   | PL
130518B |   556105   | PL
130518A |   556113   | N/A
130515A |   555880   | N/A
130514A |   555821   | PL
130511A |   555600   | PL
130508A |   555413   | PL
130505A |   555163   | PL
130504A |   555096   | N/A
130502A |   554996   | PL
130427B |   554635   | PL
130427A |   554620   | PL
130420B |   553996   | CPL
130420A |   553977   | PL
130419A |   553918   | PL
130418A |   553847   | PL
130408A |   553132   | PL
130327A |   552063   | PL
130315A |   551126   | PL
130313A |   550906   | PL
130306A |   550457   | PL
130305A |   550329   | N/A
130216A |   548927   | CPL
130216B |   548918   | PL
130215A |   548760   | PL
130211A |   548276   | PL
130206A |   547918   | PL
130131B |   547420   | PL
130131A |   547407   | PL
130122A |   546731   | N/A
130102A |   544784   | PL
121229A |   544347   | PL
121226A |   544027   | PL
121217A |   542441   | PL
121212A |   541371   | PL
121211A |   541200   | PL
121209A |   540964   | PL
121202A |   540255   | CPL
121201A |   540178   | PL
121128A |   539866   | CPL
121125A |   539563   | PL
121123A |   539358   | CPL
121117A |   538696   | PL
121108A |   537921   | N/A
121102A |   537266   | PL
121031A |   537195   | PL
121028A |   536897   | PL
121027A |   536831   | PL
121024A |   536580   | PL
121017A |   536172   | PL
121014A |   535960   | PL
121011A |   535764   | PL
121001A |   535026   | N/A
120927A |   534815   | CPL
120923A |   534402   | PL
120922A |   534394   | PL
120918A |   534015   | CPL
120913B |   533613   | PL
120913A |   533568   | PL
120911A |   533268   | PL
120909A |   533060   | PL
120907A |   532871   | PL
120819A |   531428   | PL
120817B |   531259   | N/A
120817A |   531267   | PL
120816A |   531223   | PL
120815A |   531003   | PL
120811C |   530689   | CPL
120811A |   530581   | PL
120807A |   530267   | PL
120805A |   530031   | PL
120804A |   529686   | PL
120803B |   529606   | CPL
120803A |   529582   | PL
120802A |   529486   | CPL
120729A |   529095   | PL
120728A |   529021   | PL
120724A |   528443   | PL
120722A |   528195   | PL
120714B |   526642   | PL
120714A |   526593   | PL
120712A |   526351   | PL
120711B |   526270   | PL
120703A |   525671   | PL
120701A |   525477   | PL
120630A |   525451   | PL
120624B |   525068   | PL
120612A |   524128   | PL
120521C |   522656   | PL
120521B |   522586   | PL
120521A |   522578   | PL
120514A |   522197   | PL
120422A |   520658   | PL
120404A |   519380   | N/A
120403B |   519256   | PL
120403A |   519211   | PL
120401A |   519043   | PL
120328A |   518792   | N/A
120327A |   518731   | PL
120326A |   518626   | CPL
120324A |   518507   | PL
120320A |   518200   | CPL
120312A |   517566   | PL
120311B |   517489   | PL
120311A |   517469   | PL
120308A |   517234   | PL
120305A |   516997   | PL
120302A |   516694   | PL
120229A |   516571   | PL
120224A |   515976   | PL
120219A |   515375   | PL
120218A |   515277   | N/A
120215A |   515015   | PL
120213A |   514767   | PL
120212A |   514709   | PL
120211A |   514586   | PL
120121A |   512164   | CPL
120119A |   512035   | PL
120118B |   512003   | PL
120116A |   511866   | CPL
120114A |   511739   | PL
120106A |   511235   | PL
120102A |   510922   | PL
111229A |   510736   | PL
111228A |   510649   | PL
111225A |   510341   | PL
111215A |   509717   | PL
111212A |   509543   | PL
111210A |   509419   | PL
111209A |   509337   | PL
111208A |   509285   | PL
111207A |   509245   | PL
111204A |   509018   | PL
111201A |   508800   | PL
111129A |   508712   | PL
111126A |   00048079001   | PL
111123A |   508319   | PL
111121A |   508161   | N/A
111117A |   507901   | PL
111109A |   507342   | PL
111107A |   507185   | PL
111103B |   506903   | PL
111103A |   506902   | PL
111029A |   506519   | PL
111026A |   506291   | PL
111022B |   506074   | PL
111022A |   506070   | CPL
111020A |   505926   | PL
111018A |   505801   | PL
111016A |   505646   | PL
111008A |   505054   | PL
111005A |   504779   | N/A
110928A |   504215   | PL
110921A |   503652   | PL
110915A |   503219   | CPL
110827A |   501520   | N/A
110820A |   501095   | PL
110818A |   500914   | N/A
110808A |   458918   | PL
110801A |   458521   | N/A
110731A |   458448   | PL
110726A |   458059   | N/A
110719A |   457553   | PL
110715A |   457330   | N/A
110709B |   456967   | PL
110709A |   456939   | PL
110625A |   456073   | PL
110610A |   455155   | N/A
110604A |   454779   | N/A
110530A |   454473   | PL
110521A |   453788   | PL
110520A |   453747   | PL
110519A |   453628   | PL
110503A |   452685   | PL
110422A |   451901   | CPL
110420B |   451794   | N/A
110420A |   451757   | PL
110414A |   451343   | PL
110412A |   451191   | PL
110411A |   451165   | CPL
110407A |   450884   | CPL
110402A |   450545   | PL
110319A |   449578   | N/A
110319B |   00449578001   | PL
110318B |   449549   | PL
110318A |   449542   | CPL
110315A |   449399   | PL
110312A |   449074   | PL
110305A |   448229   | PL
110223B |   446677   | PL
110223A |   446674   | PL
110213A |   445414   | PL
110212A |   445321   | CPL
110210A |   445141   | PL
110208A |   445038   | PL
110207A |   444912   | N/A
110205A |   444643   | PL
110201A |   444230   | N/A
110128A |   443861   | PL
110119A |   442978   | PL
110112A |   442039   | PL
110107A |   00090978002   | PL
110106B |   441676   | PL
110106A |   441664   | PL
110102A |   441454   | PL
101225A |   441015   | PL
101224A |   440955   | N/A
101219B |   440635   | PL
101219A |   440606   | N/A
101213A |   440285   | PL
101204A |   439806   | N/A
101201A |   439596   | N/A
101129A |   439471   | N/A
101117B |   438675   | PL
101114A |   438392   | PL
101030A |   437408   | PL
101024A |   437016   | CPL
101023A |   436981   | CPL
101020A |   436737   | PL
101017A |   436429   | PL
101011A |   436094   | PL
101008A |   435903   | PL
100928A |   435160   | PL
100924A |   434843   | PL
100917A |   434360   | PL
100915A |   434178   | PL
100906A |   433509   | PL
100905A |   433442   | PL
100904A |   433273   | PL
100902A |   433160   | PL
100901A |   433065   | PL
100823A |   432420   | PL
100816A |   431764   | CPL
100814A |   431605   | PL
100807A |   431128   | PL
100805A |   430957   | PL
100802A |   430603   | PL
100728B |   430172   | PL
100728A |   430151   | PL
100727A |   430094   | N/A
100725B |   429969   | PL
100725A |   429954   | PL
100724A |   429868   | PL
100719A |   429357   | PL
100704A |   426722   | PL
100702A |   426438   | PL
100628A |   426114   | N/A
100625A |   425647   | N/A
100621A |   425151   | PL
100619A |   424998   | PL
100615A |   424733   | PL
100614A |   424716   | N/A
100606A |   424031   | PL
100526B |   423184   | PL
100526A |   423181   | PL
100522A |   422783   | PL
100514A |   421962   | PL
100513A |   421814   | PL
100508A |   421386   | PL
100504A |   421124   | PL
100427A |   420547   | PL
100425A |   420398   | PL
100424A |   420367   | PL
100423A |   420247   | PL
100420A |   419932   | PL
100418A |   419797   | PL
100413A |   419404   | PL
100413B |   419380   | N/A
100401A |   417974   | PL
100324A |   416945   | PL
100322B |   416771   | PL
100316D |   416135   | PL
100316C |   416115   | PL
100316B |   416103   | PL
100316A |   416076   | PL
100305A |   414905   | PL
100302A |   414592   | PL
100224A |   413805   | N/A
100219A |   412982   | N/A
100216A |   412522   | PL
100213B |   412220   | PL
100213A |   412217   | PL
100212A |   412081   | PL
100206A |   411412   | PL
100205A |   411248   | PL
100203A |   411011   | PL
100119A |   383063   | N/A
100117A |   382941   | PL
100115A |   00377179049   | N/A
100111A |   382399   | PL
091221 |   380311   | PL
091208B |   378559   | PL
091208A |   378554   | PL
091130B |   377487   | PL
091127 |   377179   | PL
091117 |   376211   | PL
091112 |   375659   | PL
091109B |   375409   | PL
091109A |   375246   | PL
091104 |   374875   | PL
091102 |   374598   | PL
091029 |   374210   | CPL
091026 |   373871   | PL
091024 |   373674   | PL
091020 |   373458   | PL
091018 |   373172   | PL
090929B |   371050   | PL
090927 |   370846   | N/A
090926B |   370791   | CPL
090916 |   362818   | PL
090915 |   362785   | PL
090912 |   362633   | CPL
090904B |   361831   | PL
090904A |   361830   | PL
090831C |   361489   | PL
090827 |   361029   | N/A
090823 |   00036390005   | PL
090815C |   360068   | PL
090814A |   359951   | PL
090813 |   359884   | PL
090812 |   359711   | PL
090809A |   359530   | PL
090807A |   359378   | N/A
090728 |   358574   | PL
090727 |   358520   | PL
090726 |   358422   | PL
090720A |   357811   | N/A
090715B |   357512   | PL
090715A |   357498   | PL
090712 |   357072   | PL
090709B |   356912   | PL
090709A |   356890   | PL
090708 |   356776   | PL
090628 |   355942   | PL
090621B |   355359   | N/A
090621A |   355303   | PL
090618 |   355083   | PL
090607 |   354299   | N/A
090531B |   353728   | PL
090531A |   353627   | CPL
090530 |   353567   | PL
090529A |   353540   | PL
090520 |   352671   | PL
090519 |   352648   | PL
090518 |   352420   | PL
090516A |   352190   | PL
090515 |   352108   | PL
090510 |   351588   | PL
090509 |   351525   | PL
090429B |   350854   | CPL
090429A |   350853   | PL
090426 |   350479   | PL
090424 |   350311   | CPL
090423 |   350184   | CPL
090422 |   349931   | PL
090419 |   349592   | PL
090418A |   349510   | PL
090418B |   00090078001   | PL
090417B |   349450   | PL
090417A |   349447   | N/A
090410 |   348929   | PL
090407 |   348650   | PL
090404 |   348428   | PL
090401B |   348152   | PL
090401A |   348128   | PL
090313 |   346386   | PL
090309A |   345945   | PL
090308A |   345777   | PL
090307A |   345551   | PL
090306B |   00031369001   | PL
090305A |   345127   | PL
090301A |   344582   | PL
090205 |   342121   | PL
090201 |   341749   | CPL
090129 |   341504   | PL
090123 |   340895   | PL
090118 |   00031292054   | PL
090113 |   339852   | PL
090111 |   339696   | PL
090107A |   339295   | PL
090102 |   338895   | PL
081230 |   338633   | PL
081228 |   338338   | PL
081226A |   338177   | PL
081222 |   337914   | PL
081221 |   337889   | CPL
081211A |   337115   | PL
081211B |   00090053089   | PL
081210 |   337073   | PL
081203A |   336489   | PL
081203B |   00336489000   | PL
081128 |   335895   | CPL
081127 |   335715   | PL
081126 |   335647   | PL
081121 |   335105   | PL
081118 |   334877   | PL
081109A |   334112   | N/A
081105A |   333811   | N/A
081104 |   333666   | PL
081102 |   333427   | PL
081101 |   333320   | CPL
081029 |   332931   | PL
081028A |   332851   | PL
081025 |   00035650186   | PL
081024A |   332516   | N/A
081022 |   332399   | PL
081017 |   331964   | PL
081016B |   331856   | PL
081012 |   331475   | PL
081011 |   331332   | PL
081008 |   331093   | PL
081007 |   330856   | PL
080928 |   326115   | PL
080919 |   325268   | PL
080916B |   324907   | PL
080916A |   324895   | CPL
080915B |   324805   | N/A
080915A |   324744   | PL
080913 |   324561   | PL
080906 |   323984   | PL
080905B |   323898   | PL
080905A |   323870   | PL
080903 |   323542   | PL
080822B |   321376   | N/A
080810 |   319584   | PL
080805 |   319036   | PL
080804 |   319016   | PL
080802 |   318832   | PL
080727C |   318170   | CPL
080727B |   318101   | PL
080727A |   318094   | PL
080725 |   317888   | PL
080723A |   317662   | N/A
080721 |   317508   | PL
080714 |   316910   | PL
080710 |   316534   | PL
080707 |   316204   | PL
080703 |   315819   | PL
080702A |   315710   | PL
080702B |   00315630003   | PL
080701 |   315615   | PL
080623 |   315080   | PL
080613B |   313954   | PL
080607 |   313417   | PL
080605 |   313299   | CPL
080604 |   313116   | PL
080603B |   313087   | CPL
080602 |   312958   | PL
080524 |   312277   | PL
080523 |   312242   | N/A
080520 |   312047   | N/A
080517 |   311874   | PL
080516 |   311762   | PL
080515 |   311658   | PL
080506 |   311159   | PL
080503 |   310785   | PL
080430 |   310613   | PL
080426 |   310219   | PL
080413B |   309111   | PL
080413A |   309096   | N/A
080411 |   309010   | PL
080409 |   308812   | PL
080405 |   308549   | PL
080330 |   308041   | PL
080328 |   307931   | PL
080325 |   307604   | PL
080320 |   306858   | PL
080319D |   306793   | PL
080319C |   306778   | PL
080319B |   306757   | PL
080319A |   306754   | PL
080315 |   306323   | N/A
080310 |   305288   | PL
080307 |   305011   | PL
080303 |   304549   | N/A
080229A |   304379   | PL
080218B |   303631   | PL
080218A |   303609   | PL
080212 |   303105   | CPL
080210 |   302888   | PL
080207 |   302728   | PL
080205 |   302506   | PL
080130 |   00074372007   | PL
080129 |   301981   | PL
080123 |   301578   | PL
080121 |   301491   | N/A
071227 |   299787   | PL
071129 |   297628   | PL
071122 |   297114   | N/A
071118 |   296856   | PL
071117 |   296805   | CPL
071112B |   296503   | N/A
071112C |   296504   | N/A
071101 |   295779   | PL
071031 |   295670   | PL
071028A |   295527   | PL
071028B |   295492   | N/A
071025 |   295301   | PL
071021 |   294974   | N/A
071020 |   294835   | PL
071018 |   294645   | PL
071013 |   294120   | PL
071011 |   293924   | N/A
071010B |   293795   | PL
071010A |   293707   | PL
071010C |   293804   | N/A
071008 |   293587   | PL
071006 |   293250   | N/A
071003 |   292934   | PL
071001 |   292826   | PL
070923 |   292004   | N/A
070920B |   291728   | CPL
070920A |   291614   | PL
070917 |   291292   | PL
070913 |   290843   | PL
070911 |   290624   | PL
070810B |   287409   | PL
070810A |   287364   | N/A
070809 |   287344   | PL
070808 |   287260   | PL
070805 |   287088   | PL
070802 |   286809   | PL
070731 |   286574   | PL
070729 |   286373   | PL
070724A |   285948   | PL
070721B |   285654   | PL
070721A |   285653   | PL
070714B |   284856   | PL
070714A |   284850   | PL
070704 |   283791   | PL
070628 |   283320   | PL
070621 |   282808   | PL
070616 |   282445   | PL
070612B |   282073   | PL
070612A |   282066   | PL
070611 |   282003   | PL
070531 |   280958   | PL
070529 |   280706   | PL
070521 |   279935   | PL
070520B |   279898   | PL
070520A |   279817   | N/A
070518 |   279592   | PL
070517 |   279494   | N/A
070509 |   278903   | PL
070508 |   278854   | PL
070506 |   278693   | N/A
070429B |   277582   | PL
070429A |   277571   | PL
070427 |   277356   | PL
070420 |   276321   | CPL
070419B |   276212   | PL
070419A |   276205   | PL
070412 |   275119   | PL
070411 |   275087   | PL
070406 |   274153   | PL
070330 |   273180   | N/A
070328 |   272773   | PL
070326 |   00271019007   | PL
070318 |   271019   | PL
070306 |   263361   | PL
070227 |   262347   | N/A
070224 |   261880   | PL
070223 |   261664   | PL
070220 |   261299   | PL
070219 |   261132   | PL
070209 |   259803   | PL
070208 |   259714   | PL
070129 |   258408   | PL
070126 |  257741    | N/A
070125 |    N/A   | N/A
070110 |   255445   | PL
070107 |   255029   | PL
070103 |   254532   | PL
061222B |   252593   | PL
061222A |   252588   | PL
061218 |  251863    | N/A
061217 |   251634   | PL
061210 |   243690   | PL
061202 |   241963   | N/A
061201 |   241840   | N/A
061126 |   240766   | PL
061121 |   239899   | PL
061110B |   238174   | PL
061110A |   238108   | PL
061102 |   236430   | PL
061028 |   235715   | PL
061027 |   235645   | PL
061021 |   234905   | PL
061019 |   234516   | PL
061007 |   232683   | PL
061006 |   232585   | PL
061004 |   232339   | PL
061002 |   231974   | PL
060929 |   231702   | PL
060927 |   231362   | CPL
060926 |   231231   | PL
060923C |   230711   | PL
060923B |   230702   | PL
060923A |   230662   | N/A
060919 |   230115   | N/A
060912A |   229185   | PL
060908 |   228581   | CPL
060906 |   228316   | PL
060904B |   228006   | PL
060904A |   227996   | PL
060825 |   226382   | CPL
060814 |   224552   | PL
060813 |   224364   | CPL
060807 |   223217   | PL
060805A |   222683   | PL
060804 |   222546   | N/A
060801 |   222154   | N/A
060729 |   221755   | PL
060728 |   221627   | PL
060719 |   220020   | PL
060717 |   219646   | N/A
060714 |   219101   | PL
060712 |   218582   | PL
060708 |   217805   | PL
060707 |   217704   | CPL
060614 |   214805   | CPL
060607B |   213934   | PL
060607A |   213823   | PL
060605 |   213630   | N/A
060604 |   213486   | PL
060602A |   213180   | PL
060526 |   211957   | PL
060522 |   211117   | PL
060516 |   210254   | N/A
060515 |   210084   | PL
060512 |   209755   | PL
060510B |   209352   | PL
060510A |   209351   | N/A
060507 |   208870   | PL
060505 |   208654   | PL
060502B |   208275   | PL
060502A |   208169   | PL
060501 |   208050   | PL
060428B |   207399   | PL
060428A |   207364   | PL
060427 |   207281   | PL
060424 |   206773   | PL
060421 |   206257   | PL
060418 |   205851   | PL
060413 |   205096   | PL
060403 |   203755   | PL
060323 |   202505   | PL
060322 |   202442   | CPL
060319 |   202035   | PL
060313 |   201487   | PL
060312 |   201391   | CPL
060306 |   200638   | PL
060223B |   192152   | PL
060223A |   192059   | PL
060219 |   191512   | PL
060218 |   191157   | PL
060211B |   181156   | PL
060211A |   181126   | CPL
060210 |   180977   | PL
060206 |   180455   | CPL
060204B |   180241   | CPL
060203 |   180151   | PL
060202 |   179968   | PL
060124 |   178750   | PL
060123 |  N/A  | N/A
060117 |   177666   | N/A
060116 |   177533   | PL
060115 |   177408   | CPL
060111B |   176918   | PL
060111A |   176818   | CPL
060110 |   176702   | PL
060109 |   176620   | PL
060108 |   176453   | PL
060105 |   175942   | PL
060102 |   175603   | PL
051227 |   174738   | PL
051221B |   173904   | PL
051221A |   173780   | PL
051213 |   172516   | PL
051210 |   171931   | PL
051117B |   164279   | N/A
051117A |   164268   | PL
051114 |   163844   | PL
051113 |   163765   | PL
051111 |   163438   | PL
051109B |   163170   | PL
051109A |   163136   | PL
051105A |   162580   | PL
051021B |   160672   | CPL
051016B |   159994   | N/A
051016A |   159913   | PL
051012 |   159413   | N/A
051008 |   158855   | CPL
051006 |   158593   | N/A
051001 |   157870   | PL
050925 |   156838   | N/A
050922C |   156467   | PL
050922B |   156434   | PL
050916 |   155408   | PL
050915B |   155284   | CPL
050915A |   155242   | N/A
050911 |   154630   | PL
050908 |   154112   | PL
050906 |   153866   | PL
050904 |   153514   | PL
050827 |   152325   | PL
050826 |   152113   | PL
050824 |   151905   | PL
050822 |   151486   | PL
050820B |   151334   | CPL
050820A |   151207   | PL
050819 |   151131   | PL
050815 |   150532   | PL
050814 |   150314   | PL
050813 |   150139   | PL
050803 |   148833   | PL
050802 |   148646   | PL
050801 |   148522   | PL
050730 |   148225   | PL
050726 |   147788   | PL
050724 |   147478   | PL
050721 |   146970   | N/A
050717 |   146372   | PL
050716 |   146227   | CPL
050715 |   146129   | PL
050714B |   145994   | PL
050713B |   145754   | PL
050713A |   145675   | PL
050712 |   145581   | PL
050701 |   143708   | PL
050607 |   132247   | PL
050603 |   131560   | PL
050528 |   130679   | PL
050525A |   130088   | CPL
050509B |   118749   | PL
050509A |   118707   | PL
050507 |   118248   | N/A
050505 |   117504   | PL
050502B |   116116   | PL
050422 |   115214   | PL
050421 |   115135   | PL
050418 |   114893   | CPL
050416B |   114797   | CPL
050416A |   114753   | PL
050412 |   114485   | PL
050410 |   114299   | CPL
050406 |   113872   | N/A
050401 |   113120   | PL
050326 |   112453   | PL
050319 |   111622   | PL
050318 |   111529   | CPL
050315 |   111063   | PL
050306 |   107547   | CPL
050223 |   106709   | PL
050219B |   106442   | CPL
050219A |   106415   | CPL
050215B |   106107   | PL
050215A |   106106   | PL
050202 |   104298   | PL
050128 |   103906   | CPL
050126 |   103780   | N/A
050124 |   103647   | CPL
050117 |   102861   | CPL
041228 |   100970   | PL
041226 |   100815   | N/A
041224 |   100703   | CPL
041223 |   100585   | PL
041220 |   100433   | PL
041219C |   100380   | PL
041219B |   100368   | PL
041219A |   100307   | N/A
041217 |   100116   | CPL

